query,url,video_id,alternatives,error,resolved_query
DJMAX RESPECT V Odysseus,https://www.youtube.com/watch?v=FrGpmRe5Lzk,FrGpmRe5Lzk,https://www.youtube.com/watch?v=9NYyopvbFEs https://www.youtube.com/watch?v=VxVjI8VW2Xg,,
DJMAX RESPECT V ouroboros -twin stroke of the end-,https://www.youtube.com/watch?v=_cTBJduejHM,_cTBJduejHM,https://www.youtube.com/watch?v=OE5qWRTbGeo https://www.youtube.com/watch?v=zXT6-UTcG9E,,
DJMAX RESPECT V Over Me,https://www.youtube.com/watch?v=gg6WiPwd25M,gg6WiPwd25M,https://www.youtube.com/watch?v=K0rxDoV9VpI https://www.youtube.com/watch?v=L8iIJHdS9JY,,
DJMAX RESPECT V Oxygen Destroyer,https://www.youtube.com/watch?v=uwEkFiVuxp4,uwEkFiVuxp4,https://www.youtube.com/watch?v=tnHzKc-4Xeo https://www.youtube.com/watch?v=B0nwVeH1_Yk,,
DJMAX RESPECT V Pharm of Charm,https://www.youtube.com/watch?v=fDJk3IyCtUU,fDJk3IyCtUU,https://www.youtube.com/watch?v=Rnj0P5MoB1I https://www.youtube.com/watch?v=vgXxNtEBDdk,,
DJMAX RESPECT V Phylma,https://www.youtube.com/watch?v=Zrn4cpcQgOI,Zrn4cpcQgOI,https://www.youtube.com/watch?v=fyvVfglFQn4 https://www.youtube.com/watch?v=FRDjn-hCdyU,,
DJMAX RESPECT V Plasma Sphere,https://www.youtube.com/watch?v=h1sZ9Of590E,h1sZ9Of590E,https://www.youtube.com/watch?v=LJQbakoN6Wo https://www.youtube.com/watch?v=8Rsc3S7JdUM,,
DJMAX RESPECT V Polyphonic,https://www.youtube.com/watch?v=xxTTKm74oSc,xxTTKm74oSc,https://www.youtube.com/watch?v=2qvQozBHR1I https://www.youtube.com/watch?v=7Wyd_QnYwck,,
DJMAX RESPECT V PUPA,https://www.youtube.com/watch?v=pv7P0O_83y0,pv7P0O_83y0,https://www.youtube.com/watch?v=6AJcBvEYWhQ https://www.youtube.com/watch?v=ckFPofZ4acw,,
DJMAX RESPECT V PUPA (xi Remix),https://www.youtube.com/watch?v=pv7P0O_83y0,pv7P0O_83y0,https://www.youtube.com/watch?v=sW2rvlK21-4 https://www.youtube.com/watch?v=pCMeycYgOtk,,
DJMAX RESPECT V Rage Of Demon,https://www.youtube.com/watch?v=3trnhkU68tI,3trnhkU68tI,https://www.youtube.com/watch?v=1KYfZYbWfCU https://www.youtube.com/watch?v=q8gqAEhUrPE,,
DJMAX RESPECT V RE Aoharu,https://www.youtube.com/watch?v=MME8xKyPLEI,MME8xKyPLEI,https://www.youtube.com/watch?v=r5wIRnioEMI https://www.youtube.com/watch?v=BGIWBv5Kczg,,
DJMAX RESPECT V Re-Rule,https://www.youtube.com/watch?v=LCX18RgmTaA,LCX18RgmTaA,https://www.youtube.com/watch?v=5xLfdRDjHpA https://www.youtube.com/watch?v=PwPplOvsZOQ,,
DJMAX RESPECT V Redolent Shape,https://www.youtube.com/watch?v=S5t2Bwshofk,S5t2Bwshofk,https://www.youtube.com/watch?v=HScfzCIBH7A https://www.youtube.com/watch?v=XW16s5e9xdU,,
DJMAX RESPECT V Revenger,https://www.youtube.com/watch?v=Bsv0MFnLz6I,Bsv0MFnLz6I,https://www.youtube.com/watch?v=ffhpbnATqpQ https://www.youtube.com/watch?v=REEb_Y3fSIg,,
DJMAX RESPECT V Rhapsody for The VEndetta,https://www.youtube.com/watch?v=H3m8Zz2n3H0,H3m8Zz2n3H0,https://www.youtube.com/watch?v=li_f8w9nDyw https://www.youtube.com/watch?v=yz3bh6edJLI,,
DJMAX RESPECT V Rhythm In My Head,https://www.youtube.com/watch?v=rUHzp9h77nY,rUHzp9h77nY,https://www.youtube.com/watch?v=R-zcR2Xk5Yg https://www.youtube.com/watch?v=_S39WWoL8Wk,,
DJMAX RESPECT V RIPPER,https://www.youtube.com/watch?v=XBTDxaikoMM,XBTDxaikoMM,https://www.youtube.com/watch?v=37IHeKwwe7s https://www.youtube.com/watch?v=XDi2yNgHPXA,,
DJMAX RESPECT V Rise Up,https://www.youtube.com/watch?v=rEfjMK8fKWg,rEfjMK8fKWg,https://www.youtube.com/watch?v=KyGt9_Ixj-0 https://www.youtube.com/watch?v=rm4e1b-dOlQ,,
DJMAX RESPECT V RUN & RUN,https://www.youtube.com/watch?v=6QW2SKrjUEU,6QW2SKrjUEU,https://www.youtube.com/watch?v=idUglmgrGzc https://www.youtube.com/watch?v=1qHyZYSu8ec,,
DJMAX RESPECT V Samsara Garden (feat. SOONHO),https://www.youtube.com/watch?v=sYUzoM8oNSY,sYUzoM8oNSY,https://www.youtube.com/watch?v=X8XBcyDL7Vg https://www.youtube.com/watch?v=oz0D0IWnEuk,,
DJMAX RESPECT V Sand Storm,https://www.youtube.com/watch?v=_5JE_YR5Tfg,_5JE_YR5Tfg,https://www.youtube.com/watch?v=twRsXzo4r9g https://www.youtube.com/watch?v=K5cE947G_Ks,,
DJMAX RESPECT V SINister Evolution,https://www.youtube.com/watch?v=wn5uj-ptKZo,wn5uj-ptKZo,https://www.youtube.com/watch?v=PPhUkL1aXS8 https://www.youtube.com/watch?v=7ySS5UZXSc4,,
DJMAX RESPECT V SON OF SUN,https://www.youtube.com/watch?v=xndFT2J9Bpc,xndFT2J9Bpc,https://www.youtube.com/watch?v=L5WKh289Z-g https://www.youtube.com/watch?v=PYZiqYpeMV4,,
DJMAX RESPECT V Space of Soul,https://www.youtube.com/watch?v=JACn6UPEYdA,JACn6UPEYdA,https://www.youtube.com/watch?v=GGkruPSzwdE https://www.youtube.com/watch?v=xUxfkZnviNU,,
DJMAX RESPECT V Stay Alive,https://www.youtube.com/watch?v=92Au6TDB1BE,92Au6TDB1BE,https://www.youtube.com/watch?v=9ERe9FTCg8Y https://www.youtube.com/watch?v=2Lf1rduxNbc,,
DJMAX RESPECT V Stolen Memory,https://www.youtube.com/watch?v=oKb3rYCwlC4,oKb3rYCwlC4,https://www.youtube.com/watch?v=eSG-Xnmbpo0 https://www.youtube.com/watch?v=p2kxSHdckD8,,
DJMAX RESPECT V Story of Maple,https://www.youtube.com/watch?v=1wnXPkcwlHI,1wnXPkcwlHI,https://www.youtube.com/watch?v=5G1M8BjtQnY https://www.youtube.com/watch?v=lJizeEoMxyM,,
DJMAX RESPECT V Super lovely,https://www.youtube.com/watch?v=0O8hBuJjynw,0O8hBuJjynw,https://www.youtube.com/watch?v=3dajmdT-CLc https://www.youtube.com/watch?v=gs5bACRz3bU,,
DJMAX RESPECT V The Castle of Báthory,https://www.youtube.com/watch?v=Nc_p5CSjrwQ,Nc_p5CSjrwQ,https://www.youtube.com/watch?v=u0BWen5bSGc https://www.youtube.com/watch?v=16Y5FFZOT2M,,
DJMAX RESPECT V The Lost World,https://www.youtube.com/watch?v=NKQIf35wC0o,NKQIf35wC0o,https://www.youtube.com/watch?v=92_gYrD7RbY https://www.youtube.com/watch?v=7bWsNypx0A8,,
DJMAX RESPECT V The Rain Maker,https://www.youtube.com/watch?v=e-Qc-ZLLQDE,e-Qc-ZLLQDE,https://www.youtube.com/watch?v=_p0JuJ-FCfM https://www.youtube.com/watch?v=uoQqamIub7I,,
DJMAX RESPECT V The Tune of the Azure Light ~Parang Remix~,https://www.youtube.com/watch?v=fwPQc4upFHc,fwPQc4upFHc,https://www.youtube.com/watch?v=jeEEB0-JE0E https://www.youtube.com/watch?v=aLnVu-Kp57Y,,
DJMAX RESPECT V The Universe,https://www.youtube.com/watch?v=hPhuiDzgXeQ,hPhuiDzgXeQ,https://www.youtube.com/watch?v=IXUiKaKAO5w https://www.youtube.com/watch?v=etAXIVXTVjU,,
DJMAX RESPECT V The wheel to the right,https://www.youtube.com/watch?v=jSWdrivcKCs,jSWdrivcKCs,https://www.youtube.com/watch?v=o-fzrbk--o4 https://www.youtube.com/watch?v=qbeY99wDYxo,,
DJMAX RESPECT V thinking!,https://www.youtube.com/watch?v=lXw9_WSteCM,lXw9_WSteCM,https://www.youtube.com/watch?v=wl1Dl3nGvig https://www.youtube.com/watch?v=CvAxuBDvuYI,,
DJMAX RESPECT V Thor ~Extended Mix~,https://www.youtube.com/watch?v=HUa2dFoGODk,HUa2dFoGODk,https://www.youtube.com/watch?v=L-mo1L_jQYk https://www.youtube.com/watch?v=hj0_RfK8y38,,
DJMAX RESPECT V TO MAKE THE END OF BATTLE,https://www.youtube.com/watch?v=kftmSfeQM-0,kftmSfeQM-0,https://www.youtube.com/watch?v=hWswy12MMM4 https://www.youtube.com/watch?v=Zd2Ns5JYb_g,,
DJMAX RESPECT V Tok9 Train,https://www.youtube.com/watch?v=P0d0CX_0xLk,P0d0CX_0xLk,https://www.youtube.com/watch?v=oP1dHxoBSGc https://www.youtube.com/watch?v=qBMQPt-hGJo,,
DJMAX RESPECT V trappola bewitching,https://www.youtube.com/watch?v=l5_otWOU7GU,l5_otWOU7GU,https://www.youtube.com/watch?v=Jpv5E6GJ7uY https://www.youtube.com/watch?v=iN1ITmeCEWk,,
DJMAX RESPECT V Trembling Moods,https://www.youtube.com/watch?v=EfgKNGZ_pIE,EfgKNGZ_pIE,https://www.youtube.com/watch?v=l-3bkSECHIM https://www.youtube.com/watch?v=hSEyjdUCUvc,,
DJMAX RESPECT V Trrricksters!!,https://www.youtube.com/watch?v=RrIyhEq7TX0,RrIyhEq7TX0,https://www.youtube.com/watch?v=IeSypV3a5NY https://www.youtube.com/watch?v=voWqgv8pzjI,,
DJMAX RESPECT V ultradiaxon-N3,https://www.youtube.com/watch?v=EZ0BUxzNXM8,EZ0BUxzNXM8,https://www.youtube.com/watch?v=2j4mERgkFbY https://www.youtube.com/watch?v=ff_uehVTyLA,,
DJMAX RESPECT V Unwelcome School,https://www.youtube.com/watch?v=kvxqV9iZGI8,kvxqV9iZGI8,https://www.youtube.com/watch?v=gcrA3Hp0_o0 https://www.youtube.com/watch?v=Fo63Av5bZNM,,
DJMAX RESPECT V v o l d e n u i t,https://www.youtube.com/watch?v=qDs8BUpnVvI,qDs8BUpnVvI,https://www.youtube.com/watch?v=SlbE_QrFqa8 https://www.youtube.com/watch?v=ZRLFzl_Q3No,,
DJMAX RESPECT V Ventilator,https://www.youtube.com/watch?v=WZfjzgz7yzw,WZfjzgz7yzw,https://www.youtube.com/watch?v=x07vcIytDXU https://www.youtube.com/watch?v=2lUYXuidmtw,,
DJMAX RESPECT V Vertical Eclipse,https://www.youtube.com/watch?v=vF9WzLCpBjo,vF9WzLCpBjo,https://www.youtube.com/watch?v=pjXDM3JXKkU https://www.youtube.com/watch?v=kryROclsg-I,,
DJMAX RESPECT V Village Racing,https://www.youtube.com/watch?v=vs-eFt9L99c,vs-eFt9L99c,https://www.youtube.com/watch?v=KpyDIDBTr0I https://www.youtube.com/watch?v=ZoJzqrStGdI,,
DJMAX RESPECT V Violent (feat. SAINT MILLER),https://www.youtube.com/watch?v=M4ASHxyNTMY,M4ASHxyNTMY,https://www.youtube.com/watch?v=7SRTsEfgQsQ https://www.youtube.com/watch?v=no3VHjklTkE,,
DJMAX RESPECT V Warrior,https://www.youtube.com/watch?v=6ya8Nd0vI_4,6ya8Nd0vI_4,https://www.youtube.com/watch?v=xzd50d1tQX8 https://www.youtube.com/watch?v=HIAJRJz9neg,,
DJMAX RESPECT V We're All Gonna Die,https://www.youtube.com/watch?v=Ddi2Bifusmk,Ddi2Bifusmk,https://www.youtube.com/watch?v=sk5ZYSwazzc https://www.youtube.com/watch?v=bghenlXw56Y,,
DJMAX RESPECT V Weird Wave,https://www.youtube.com/watch?v=psbIVdKA_IU,psbIVdKA_IU,https://www.youtube.com/watch?v=MwMW_oNyz7M https://www.youtube.com/watch?v=9V5abqOY83g,,
DJMAX RESPECT V Winners,https://www.youtube.com/watch?v=vSRkVgNdzIY,vSRkVgNdzIY,https://www.youtube.com/watch?v=kJOBUmLyiuE https://www.youtube.com/watch?v=lgcIB8uJFm0,,
DJMAX RESPECT V Won't Back Down,https://www.youtube.com/watch?v=rc3p4rVa77M,rc3p4rVa77M,https://www.youtube.com/watch?v=qMh-Tr2wVV4 https://www.youtube.com/watch?v=DnhlpZfZgZM,,
DJMAX RESPECT V WONDER $LOT 777,https://www.youtube.com/watch?v=ARRdg_Ujbio,ARRdg_Ujbio,https://www.youtube.com/watch?v=K_9w3ngTWu4 https://www.youtube.com/watch?v=znt8njreTic,,
DJMAX RESPECT V Yodeling in meadow hill (Hidden Retreat),https://www.youtube.com/watch?v=q-npFqXOj2k,q-npFqXOj2k,https://www.youtube.com/watch?v=NdXeB_8OT6g https://www.youtube.com/watch?v=tFZ7pgtKshU,,
DJMAX RESPECT V Zero to the hunnit,https://www.youtube.com/watch?v=1YoIYw8kaMo,1YoIYw8kaMo,https://www.youtube.com/watch?v=e4cULGHvpnc https://www.youtube.com/watch?v=9VvR2ZdmAEQ,,
DJMAX RESPECT V Zero-Break,https://www.youtube.com/watch?v=AegFZby-vz0,AegFZby-vz0,https://www.youtube.com/watch?v=yjWJ10G7Mbc https://www.youtube.com/watch?v=TYcPSHBPqkY,,
DJMAX RESPECT V Zeroize,https://www.youtube.com/watch?v=W3Ln3AclGKY,W3Ln3AclGKY,https://www.youtube.com/watch?v=GxXltsu55Vk https://www.youtube.com/watch?v=hOLRSGbzCBs,,
DJMAX RESPECT V 小緋縅(kohiodoshi),https://www.youtube.com/watch?v=fReB8scBQyw,fReB8scBQyw,https://www.youtube.com/watch?v=_zcUf1H82KM https://www.youtube.com/watch?v=rOKfiUZBWls,,
DJMAX RESPECT V 脳天直撃,https://www.youtube.com/watch?v=0qK7xknJ3aY,0qK7xknJ3aY,https://www.youtube.com/watch?v=bUXwnievsHY https://www.youtube.com/watch?v=iFOt9teJ6wM,,
"DJMAX RESPECT V 공성전 ~Pierre Blanche, Yonce Remix~",https://www.youtube.com/watch?v=jCfbOR3X9-c,jCfbOR3X9-c,https://www.youtube.com/watch?v=vrXDw8SlUu8 https://www.youtube.com/watch?v=fMSRVG_11qg,,
DJMAX RESPECT V 따라와,https://www.youtube.com/watch?v=hgdxRpwo0qY,hgdxRpwo0qY,https://www.youtube.com/watch?v=8O9INkdntpY https://www.youtube.com/watch?v=bm6QUH4jZxo,,
DJMAX RESPECT V 전설이 시작된 곳 ~VoidRover Remix~,https://www.youtube.com/watch?v=OI9xOPVthLo,OI9xOPVthLo,https://www.youtube.com/watch?v=mwmIkJiJ1HU https://www.youtube.com/watch?v=EDGdcWRqRIw,,
DJMAX RESPECT V 카트라이더 Mashup ~Pure 100% Remix~,https://www.youtube.com/watch?v=ov_RTs6wWqA,ov_RTs6wWqA,https://www.youtube.com/watch?v=kr2RwZ3XaFc https://www.youtube.com/watch?v=2uKWlOH7_y0,,
"DJMAX RESPECT V 카트라이더, 크레이지아케이드, 버블파이터 Main theme ~CHUCK Remix~",https://www.youtube.com/watch?v=nJ7Hj2z6mpM,nJ7Hj2z6mpM,https://www.youtube.com/watch?v=Z3NX3YCkaN0 https://www.youtube.com/watch?v=6LnKXPmX4n0,,
